xreport;672;
company;DAMAN SARA;
close;2017-12-22;
register;1;
report_date;2017-12-22 15:38;
cashier;SAIF;
sales_cash;10;506.20;
sales_credit_mastercard;1;188.90;
sales_credit_visa;7;1942.50;
sales_credit;8;2131.4;
sales_debit_mastercard;0;0;
sales_debit_visa;1;300.85;
sales_debit;1;300.85;
sales_total;19;2938.45;
GST;6;166.33;
service_charge;16;250.20;
opening_amount;1007.85;
cash_drops;0;0.00;
float;
5cent;59;
10cent;4;
20cent;903;
50cent;105;
RM1;223;
RM5;21;
RM10;20;
RM20;5;
RM50;13;
TOTAL;RM;1514.45;
discount;28313;28267;57.00;57.00;Uber-Eats;
discount;28317;28268;27.00;27.00;Uber-Eats;
END-X;
xreport;673;
company;DAMAN SARA;
close;2017-12-22;
register;1;
report_date;2017-12-22 17:04;
cashier;SAIF;
sales_cash;1;0.00;
sales_credit_mastercard;0;0;
sales_credit_visa;0;0;
sales_credit;0;0;
sales_debit_mastercard;0;0;
sales_debit_visa;0;0;
sales_debit;0;0;
sales_total;1;0.00;
GST;6;0.00;
service_charge;0;0.00;
opening_amount;1514.45;
cash_drops;1;-950.00;
float;
5cent;53;
10cent;10;
20cent;900;
50cent;105;
RM1;207;
RM5;23;
RM10;27;
RM20;3;
RM50;13;
RM100;4;
TOTAL;RM;1938.15;
payout;C88843;-293.85;SAIF;2017-12-22 16:57:08;Bsh enterprise sdn bhd ;
discount;28329;28283;42.00;42.00;Uber-Eats;
END-X;
xreport;674;
company;DAMAN SARA;
close;2017-12-22;
register;1;
report_date;2017-12-23 00:50;
cashier;SAIF;
sales_cash;14;834.90;
sales_credit_mastercard;2;142.85;
sales_credit_visa;6;825.25;
sales_credit;8;968.1;
sales_debit_mastercard;0;0;
sales_debit_visa;2;197.05;
sales_debit;2;197.05;
sales_total;24;2000.05;
GST;6;113.21;
service_charge;17;167.70;
opening_amount;988.15;
cash_drops;0;0.00;
float;
5cent;53;
10cent;10;
20cent;900;
50cent;105;
RM1;207;
RM5;23;
RM10;27;
RM20;3;
RM50;2;
TOTAL;RM;988.15;
payout;010803;-12.75;SAIF;2017-12-22 17:05:41;Atlas ice cubes ;
payout;CS00013440;-27.80;SAIF;2017-12-22 18:55:07;Alpha pharmacy ;
payout;C1B0043928;-12.80;SAIF;2017-12-22 18:55:49;Banoma ;
payout;Dmdt1735613004168;-75.00;SAIF;2017-12-23 00:17:00;De market ;
discount;28333;28286;24.00;24.00;Uber-Eats;
discount;28346;28296;40.00;40.00;Uber-Eats;
discount;28348;28298;96.00;96.00;Uber-Eats;
discount;28349;28302;22.00;22.00;Uber-Eats;
discount;28351;28304;75.00;75.00;Uber-Eats;
END-X;
END;
